timestamp,ir,red,time_delta
13675,108301,103183,13.65
13700,108453,103210,13.675
13725,108505,103222,13.7
13750,108508,103191,13.725
13775,108397,103145,13.75
13800,108068,103044,13.775
13825,108027,103064,13.8
13850,108089,103131,13.825
13875,108261,103195,13.85
13900,108325,103214,13.875
13925,108308,103237,13.9
13950,108341,103273,13.925
13975,108430,103324,13.95
14000,108807,103495,13.975
14025,109062,103596,14.0
14050,109389,103732,14.025
14075,109795,103899,14.05
14100,111082,104397,14.075
14125,111525,104495,14.1
14150,111443,104326,14.125
14175,110792,104037,14.15
14200,109475,103630,14.175
14225,109207,103572,14.2
14250,109097,103563,14.225
14275,109176,103638,14.25
14300,109606,103778,14.275
14325,109680,103783,14.3
14350,109609,103750,14.325
14375,109438,103697,14.35
14400,109119,103633,14.375
14425,109012,103563,14.4
14450,108944,103541,14.425
14475,109073,103600,14.45
14500,109707,103805,14.475
14525,109540,103677,14.5
14550,109141,103535,14.525
14575,108883,103487,14.55
14600,108962,103586,14.575
14625,109082,103620,14.6
14650,109147,103640,14.625
14675,109291,103709,14.65
14700,110004,103961,14.675
14725,110298,104036,14.7
14750,110216,103945,14.725
14775,110020,103915,14.75
14800,110245,104023,14.775
14825,110392,104069,14.8
14850,110325,103993,14.825
14875,109922,103828,14.85
14900,109064,103503,14.875
14925,108866,103474,14.9
14950,108688,103398,14.925
14975,108473,103373,14.95
15000,108274,103299,14.975
15025,108280,103322,15.0
15050,108330,103341,15.025
15075,108470,103401,15.05
15100,109086,103684,15.075
15125,109649,103898,15.1
15150,110162,104063,15.125
15175,110469,104148,15.15
15200,110857,104280,15.175
15225,110977,104329,15.2
15250,111024,104310,15.225
15275,110945,104253,15.25
15300,110769,104237,15.275
15325,110863,104275,15.3
15350,110961,104302,15.325
15375,111005,104315,15.35
15400,110990,104302,15.375
15425,110791,104176,15.4
15450,110570,104086,15.425
15475,110626,104283,15.45
15500,110826,104217,15.475
15525,110907,104194,15.5
15550,110842,104133,15.525
15575,110739,104107,15.55
15600,110799,104102,15.575
15625,110704,103992,15.6
15650,110266,103801,15.625
15675,109508,103566,15.65
15700,109363,103551,15.675
15725,109406,103575,15.7
15750,109416,103545,15.725
15775,109147,103399,15.75
15800,109057,103399,15.775
15825,109111,103432,15.8
15850,109219,103466,15.825
15875,109317,103535,15.85
15900,109427,103600,15.875
15925,109544,103673,15.9
15950,109669,103732,15.925
15975,109854,103809,15.95
16000,109801,103795,15.975
16025,109691,103741,16.0
